Protein,Prediction,SP(Sec/SPI),OTHER,CS Position
NCU07267T0,OTHER,0.009437000000000001,0.990563,
NCU07266T0,OTHER,0.008269,0.9917309999999999,
NCU07265T0,OTHER,0.001552,0.998448,
NCU07264T0,OTHER,0.001047,0.9989530000000001,
NCU07263T0,OTHER,0.001088,0.9989120000000001,
NCU07262T0,OTHER,0.0016699999999999998,0.9983299999999999,
NCU07261T0,OTHER,0.33566999999999997,0.66433,
NCU07260T0,OTHER,0.00055,0.99945,
NCU07259T0,SP(Sec/SPI),0.9570219999999999,0.042977999999999995,CS pos: 26-27. VEA-EH. Pr: 0.7582
NCU07258T0,OTHER,0.006026,0.993974,
NCU07257T0,OTHER,0.007898,0.992102,
NCU11346T0,OTHER,0.000638,0.9993620000000001,
NCU11347T0,OTHER,0.352989,0.647011,
NCU07255T0,OTHER,0.00085,0.99915,
NCU07255T1,OTHER,0.00085,0.99915,
NCU16859T0,OTHER,0.100466,0.8995340000000001,
NCU07254T0,OTHER,0.058586,0.941414,
NCU07253T0,SP(Sec/SPI),0.9433379999999999,0.056662,CS pos: 18-19. VNA-GV. Pr: 0.8348
NCU07252T0,OTHER,0.004055,0.9959450000000001,
NCU07250T0,OTHER,0.022186,0.977814,
NCU06957T0,OTHER,0.000262,0.9997379999999999,
NCU06958T0,OTHER,0.000628,0.9993719999999999,
NCU06959T0,OTHER,0.002559,0.997441,
NCU06960T0,OTHER,0.007878,0.992122,
NCU06961T0,SP(Sec/SPI),0.996715,0.003285,CS pos: 16-17. VSA-FP. Pr: 0.7521
NCU16860T0,SP(Sec/SPI),0.683596,0.316404,CS pos: 25-26. VHS-AN. Pr: 0.3075
NCU16861T0,OTHER,0.001663,0.998337,
NCU06963T0,OTHER,0.0034649999999999998,0.9965350000000001,
NCU06963T1,OTHER,0.0034649999999999998,0.9965350000000001,
NCU06964T0,OTHER,0.002027,0.997973,
NCU06965T0,OTHER,0.000669,0.999331,
NCU06966T0,OTHER,0.002726,0.997274,
NCU06967T0,SP(Sec/SPI),0.690624,0.30937600000000004,CS pos: 22-23. SAA-LT. Pr: 0.3779
NCU06968T0,OTHER,0.0042,0.9958,
NCU06969T0,OTHER,0.003728,0.9962719999999999,
NCU06970T1,OTHER,0.000686,0.9993139999999999,
NCU06970T0,OTHER,0.000686,0.9993139999999999,
NCU06971T0,OTHER,0.004516,0.995484,
NCU06973T0,OTHER,0.000935,0.999065,
NCU06974T0,OTHER,0.001086,0.998914,
NCU06975T0,OTHER,0.001001,0.998999,
NCU06976T1,OTHER,0.0017920000000000002,0.998208,
NCU06976T0,OTHER,0.0017920000000000002,0.998208,
NCU06977T0,OTHER,0.002456,0.9975440000000001,
NCU06978T0,OTHER,0.000251,0.999749,
NCU06979T0,OTHER,0.0036439999999999997,0.9963559999999999,
NCU06980T0,OTHER,0.0007610000000000001,0.999239,
NCU06981T0,SP(Sec/SPI),0.9985200000000001,0.00148,CS pos: 25-26. ALA-VG. Pr: 0.8812
NCU06981T1,SP(Sec/SPI),0.9985200000000001,0.00148,CS pos: 25-26. ALA-VG. Pr: 0.8812
NCU16867T0,OTHER,0.011669,0.988331,
NCU06983T0,SP(Sec/SPI),0.984977,0.015022999999999998,CS pos: 20-21. ASA-AC. Pr: 0.8652
NCU06984T0,OTHER,0.101609,0.8983909999999999,
NCU06985T0,OTHER,0.002933,0.997067,
NCU06986T0,OTHER,0.00018700000000000002,0.999813,
NCU06986T1,OTHER,0.00018700000000000002,0.999813,
NCU06987T0,OTHER,0.000521,0.9994790000000001,
NCU06988T0,OTHER,0.006978,0.993022,
NCU06989T0,OTHER,0.00193,0.9980700000000001,
NCU06990T0,OTHER,0.11028699999999998,0.8897129999999999,
NCU06991T0,OTHER,0.0006,0.9994,
NCU06992T0,OTHER,0.000524,0.999476,
NCU06993T0,OTHER,0.000685,0.999315,
NCU06994T0,OTHER,0.00044800000000000005,0.999552,
NCU06995T0,OTHER,0.001325,0.998675,
NCU06996T0,OTHER,0.003885,0.996115,
NCU06997T0,OTHER,0.001591,0.998409,
NCU06998T0,OTHER,0.0004980000000000001,0.999502,
NCU06999T1,OTHER,0.000997,0.9990030000000001,
NCU06999T0,OTHER,0.000549,0.999451,
NCU07000T0,OTHER,0.000904,0.9990959999999999,
NCU07001T0,OTHER,0.011798999999999999,0.988201,
NCU07002T0,OTHER,0.003225,0.996775,
NCU07003T0,OTHER,0.000172,0.999828,
NCU07004T0,OTHER,0.000156,0.9998440000000001,
NCU07005T0,OTHER,0.220723,0.779277,
NCU07007T0,OTHER,0.047427,0.952573,
NCU07008T0,OTHER,0.000916,0.999084,
NCU07009T0,OTHER,0.0051979999999999995,0.9948020000000001,
NCU07010T1,OTHER,0.023975,0.976025,
NCU07010T0,OTHER,0.001165,0.998835,
NCU07011T0,OTHER,0.000653,0.999347,
NCU07012T0,OTHER,0.002778,0.9972219999999999,
NCU07013T0,OTHER,0.000798,0.999202,
NCU07014T0,OTHER,0.00048300000000000003,0.999517,
NCU11345T0,OTHER,0.000582,0.999418,
NCU07015T1,OTHER,0.002804,0.9971959999999999,
NCU07015T0,OTHER,0.010689,0.989311,
NCU07016T0,OTHER,0.005431,0.994569,
NCU07017T0,SP(Sec/SPI),0.624318,0.375682,CS pos: 19-20. AAA-GF. Pr: 0.2106
NCU07018T0,OTHER,0.000379,0.9996209999999999,
NCU07019T0,OTHER,0.000482,0.999518,
NCU07020T0,OTHER,0.0016920000000000001,0.998308,
NCU07021T0,OTHER,0.004679,0.9953209999999999,
NCU07022T0,OTHER,0.00237,0.9976299999999999,
NCU07023T1,OTHER,0.00321,0.99679,
NCU07023T0,OTHER,0.00321,0.99679,
NCU07024T0,OTHER,0.000593,0.9994069999999999,
NCU07027T0,OTHER,0.000715,0.9992850000000001,
NCU07028T0,OTHER,0.0018780000000000001,0.998122,
NCU07029T0,SP(Sec/SPI),0.9967739999999999,0.0032259999999999997,CS pos: 19-20. AAA-SC. Pr: 0.5627
NCU07030T0,OTHER,0.0019690000000000003,0.998031,
NCU07031T0,OTHER,0.000686,0.9993139999999999,
NCU07032T0,OTHER,0.000935,0.999065,
NCU07033T0,SP(Sec/SPI),0.9997389999999999,0.000261,CS pos: 19-20. AWS-QF. Pr: 0.9636
NCU07034T0,SP(Sec/SPI),0.8365290000000001,0.163471,CS pos: 17-18. VAG-QF. Pr: 0.5232
NCU07035T0,OTHER,0.0028420000000000003,0.997158,
NCU07036T0,OTHER,0.004631000000000001,0.9953690000000001,
NCU07037T0,OTHER,0.000672,0.9993280000000001,
NCU07038T0,OTHER,0.002532,0.997468,
NCU15829T0,OTHER,0.002548,0.997452,
NCU07041T0,OTHER,0.0005740000000000001,0.999426,
NCU07042T1,OTHER,0.000668,0.999332,
NCU07042T0,OTHER,0.000668,0.999332,
NCU07043T0,OTHER,0.000371,0.9996290000000001,
NCU07044T0,OTHER,0.001353,0.998647,
NCU07046T0,OTHER,0.116345,0.883655,
NCU07047T0,OTHER,0.000637,0.9993629999999999,
NCU07048T0,OTHER,0.010527,0.9894729999999999,
NCU08846T0,OTHER,0.000256,0.9997440000000001,
NCU08845T0,OTHER,0.007781000000000001,0.9922190000000001,
NCU08844T0,OTHER,0.004647,0.995353,
NCU08843T0,OTHER,0.001312,0.9986879999999999,
NCU16875T0,OTHER,0.002885,0.997115,
NCU08842T0,OTHER,0.000731,0.9992690000000001,
NCU08841T0,OTHER,0.000687,0.9993129999999999,
NCU08840T0,OTHER,0.001533,0.998467,
NCU08839T0,OTHER,0.0008759999999999999,0.999124,
NCU08838T0,OTHER,0.00058,0.9994200000000001,
NCU08837T0,OTHER,0.000446,0.999554,
NCU08836T0,OTHER,0.001819,0.998181,
NCU08835T0,OTHER,0.0009019999999999999,0.9990979999999999,
NCU08834T0,OTHER,0.001544,0.9984559999999999,
NCU08833T0,OTHER,0.00037,0.9996299999999999,
NCU08832T0,OTHER,0.000584,0.999416,
NCU08830T0,OTHER,0.00185,0.99815,
NCU16876T0,OTHER,0.002865,0.997135,
NCU08829T0,OTHER,0.0007070000000000001,0.999293,
NCU08828T0,OTHER,0.000877,0.999123,
NCU08827T1,OTHER,0.001017,0.998983,
NCU08827T0,OTHER,0.001017,0.998983,
NCU08826T0,OTHER,0.001596,0.9984040000000001,
NCU16877T0,OTHER,0.001941,0.998059,
NCU08825T0,OTHER,0.007359999999999999,0.99264,
NCU10777T0,OTHER,0.000346,0.999654,
NCU08824T0,OTHER,0.002522,0.9974780000000001,
NCU08823T0,OTHER,0.0012619999999999999,0.9987379999999999,
NCU08822T0,OTHER,0.000659,0.999341,
NCU08821T0,SP(Sec/SPI),0.9873629999999999,0.012637,CS pos: 20-21. VQA-QS. Pr: 0.9042
NCU08820T0,SP(Sec/SPI),0.9678959999999999,0.032104,CS pos: 21-22. VSA-TE. Pr: 0.8520
NCU08818T0,SP(Sec/SPI),0.9964209999999999,0.0035789999999999997,CS pos: 17-18. VLA-SS. Pr: 0.6513
NCU08816T0,OTHER,0.001816,0.998184,
NCU08814T0,OTHER,0.0013650000000000001,0.998635,
NCU08813T0,OTHER,0.00031,0.99969,
NCU08812T0,OTHER,0.052137,0.9478629999999999,
NCU08811T0,OTHER,0.0005610000000000001,0.999439,
NCU08810T0,OTHER,0.0039759999999999995,0.996024,
NCU08809T0,OTHER,0.0014759999999999999,0.998524,
NCU08807T0,OTHER,0.000834,0.999166,
NCU08806T0,OTHER,0.000831,0.9991690000000001,
NCU08805T0,OTHER,0.002146,0.9978540000000001,
NCU08804T0,OTHER,0.001771,0.998229,
NCU08803T0,OTHER,0.001175,0.998825,
NCU08802T0,OTHER,0.011008,0.988992,
NCU08801T0,OTHER,0.001224,0.998776,
NCU08800T0,OTHER,0.009932,0.9900680000000001,
NCU08799T0,OTHER,0.00056,0.99944,
NCU09939T0,OTHER,0.064278,0.9357219999999999,
NCU09937T0,OTHER,0.22366799999999998,0.776332,
NCU09935T0,OTHER,0.033587,0.966413,
NCU09933T0,OTHER,0.00067,0.9993299999999999,
NCU09931T0,OTHER,0.002346,0.997654,
NCU09930T0,OTHER,0.000437,0.9995629999999999,
NCU09929T0,SP(Sec/SPI),0.992767,0.007233,CS pos: 20-21. AVA-EP. Pr: 0.7761
NCU09926T0,SP(Sec/SPI),0.9983,0.0017,CS pos: 18-19. ALA-GC. Pr: 0.7883
NCU09924T0,SP(Sec/SPI),0.8725430000000001,0.127457,CS pos: 22-23. ALA-GR. Pr: 0.6217
NCU09923T0,SP(Sec/SPI),0.9724520000000001,0.027548000000000003,CS pos: 20-21. VSA-ID. Pr: 0.9242
NCU09922T0,OTHER,0.00024700000000000004,0.9997530000000001,
NCU09917T0,OTHER,0.001129,0.998871,
NCU09915T0,OTHER,0.002945,0.9970549999999999,
NCU09915T1,OTHER,0.009801,0.9901989999999999,
NCU09915T2,OTHER,0.001076,0.9989239999999999,
NCU05321T0,OTHER,0.000443,0.9995569999999999,
NCU05320T0,OTHER,0.000504,0.9994959999999999,
NCU05319T0,OTHER,0.014717,0.985283,
NCU05318T0,SP(Sec/SPI),0.9955729999999999,0.004427,CS pos: 24-25. ADA-AD. Pr: 0.8312
NCU05317T0,SP(Sec/SPI),0.990458,0.009542,CS pos: 25-26. VLA-AK. Pr: 0.8708
NCU05316T0,OTHER,0.003286,0.996714,
NCU16888T0,OTHER,0.000585,0.9994149999999999,
NCU05315T0,SP(Sec/SPI),0.671323,0.328677,CS pos: 22-23. VLG-LE. Pr: 0.5106
NCU05314T0,OTHER,0.0017519999999999999,0.9982479999999999,
NCU05313T0,OTHER,0.001218,0.998782,
NCU05312T0,OTHER,0.000869,0.999131,
NCU05311T0,OTHER,0.056807,0.9431930000000001,
NCU05309T0,OTHER,0.001574,0.998426,
NCU05308T0,OTHER,0.002017,0.997983,
NCU05307T0,OTHER,0.005981,0.9940190000000001,
NCU05306T0,OTHER,0.000273,0.999727,
NCU05305T0,OTHER,0.00047300000000000006,0.999527,
NCU05304T0,OTHER,0.000547,0.999453,
NCU05303T0,OTHER,0.001756,0.998244,
NCU05302T0,OTHER,0.012068,0.9879319999999999,
NCU05301T0,OTHER,0.000798,0.999202,
NCU05300T0,OTHER,0.000722,0.9992780000000001,
NCU16889T0,OTHER,0.002545,0.997455,
NCU05299T0,OTHER,0.02229,0.9777100000000001,
NCU05298T0,OTHER,0.001152,0.998848,
NCU05296T0,OTHER,0.00042199999999999996,0.9995780000000001,
NCU05295T0,OTHER,0.001289,0.998711,
NCU05294T0,OTHER,0.000647,0.999353,
NCU05293T0,OTHER,0.001605,0.998395,
NCU05292T0,OTHER,0.001105,0.9988950000000001,
NCU05291T0,OTHER,0.000984,0.999016,
NCU05290T0,OTHER,0.00041900000000000005,0.9995809999999999,
NCU05289T0,OTHER,0.001314,0.9986860000000001,
NCU05288T0,OTHER,0.001286,0.998714,
NCU05287T0,OTHER,0.000412,0.9995879999999999,
NCU05286T0,OTHER,0.08192200000000001,0.9180780000000001,
NCU05286T1,OTHER,0.08192200000000001,0.9180780000000001,
NCU05285T0,OTHER,0.001812,0.998188,
NCU05284T0,OTHER,0.112721,0.887279,
NCU05282T0,OTHER,0.000306,0.9996940000000001,
NCU05281T0,OTHER,0.003773,0.9962270000000001,
NCU05280T0,OTHER,0.001092,0.998908,
NCU05279T0,OTHER,0.001144,0.998856,
NCU05278T0,OTHER,0.001703,0.998297,
NCU05277T0,OTHER,0.000295,0.999705,
NCU05276T0,OTHER,0.0014039999999999999,0.9985959999999999,
NCU05275T0,OTHER,0.0022760000000000002,0.9977239999999999,
NCU16890T1,OTHER,0.000491,0.999509,
NCU16890T0,OTHER,0.000491,0.999509,
NCU05274T0,OTHER,0.0008960000000000001,0.9991040000000001,
NCU05273T0,OTHER,0.000552,0.999448,
NCU05272T0,OTHER,0.000532,0.999468,
NCU05271T0,OTHER,0.00072,0.99928,
NCU05271T1,OTHER,0.00072,0.99928,
NCU05270T0,OTHER,0.000742,0.999258,
NCU05269T0,OTHER,0.002896,0.9971040000000001,
NCU05269T1,OTHER,0.002896,0.9971040000000001,
NCU05268T0,OTHER,0.001505,0.998495,
NCU05267T0,OTHER,0.001372,0.9986280000000001,
NCU05266T0,OTHER,0.00134,0.99866,
NCU05265T0,OTHER,0.000791,0.999209,
NCU05264T0,OTHER,0.00043499999999999995,0.9995649999999999,
NCU05263T0,OTHER,0.00023199999999999997,0.999768,
NCU05262T0,OTHER,0.0008990000000000001,0.999101,
NCU16891T0,OTHER,0.003304,0.9966959999999999,
NCU05261T0,OTHER,0.0005110000000000001,0.999489,
NCU05260T0,OTHER,0.006116,0.993884,
NCU05260T1,OTHER,0.006116,0.993884,
NCU05259T0,OTHER,0.002316,0.997684,
NCU05257T0,OTHER,0.00085,0.99915,
NCU05256T0,OTHER,0.003478,0.9965219999999999,
NCU05255T0,OTHER,0.000446,0.999554,
NCU05254T0,OTHER,0.033425,0.966575,
NCU05253T0,OTHER,0.001274,0.998726,
NCU05252T0,OTHER,0.000904,0.9990959999999999,
NCU05251T0,OTHER,0.00685,0.99315,
NCU05250T0,OTHER,0.001428,0.9985719999999999,
NCU16892T0,OTHER,0.001911,0.9980889999999999,
NCU10101T0,OTHER,0.000263,0.9997370000000001,
NCU05248T0,OTHER,0.0031,0.9969,
NCU05246T0,OTHER,0.001121,0.9988790000000001,
NCU05245T0,OTHER,0.000469,0.999531,
NCU05244T0,OTHER,0.002191,0.9978090000000001,
NCU05243T0,OTHER,0.0016820000000000001,0.998318,
NCU05243T1,OTHER,0.0016820000000000001,0.998318,
NCU05242T0,OTHER,0.000596,0.9994040000000001,
NCU05242T1,OTHER,0.000596,0.9994040000000001,
NCU05240T0,OTHER,0.002915,0.997085,
NCU05239T0,OTHER,0.00352,0.9964799999999999,
NCU05238T0,OTHER,0.0008820000000000001,0.9991180000000001,
NCU05237T0,OTHER,0.005515,0.9944850000000001,
NCU05236T0,OTHER,0.06725199999999999,0.9327479999999999,
NCU05235T0,OTHER,0.002464,0.9975360000000001,
NCU05234T0,OTHER,0.000394,0.999606,
NCU05233T0,OTHER,0.0005690000000000001,0.999431,
NCU05232T0,OTHER,0.000795,0.9992049999999999,
NCU05231T0,OTHER,0.00078,0.9992200000000001,
NCU05230T0,OTHER,0.194029,0.805971,
NCU05229T0,SP(Sec/SPI),0.614718,0.385282,CS pos: 28-29. ACA-QN. Pr: 0.2101
NCU05228T0,OTHER,0.000857,0.999143,
NCU05227T0,OTHER,0.00042,0.9995799999999999,
NCU05226T0,OTHER,0.001505,0.998495,
NCU05225T0,OTHER,0.000696,0.9993040000000001,
NCU05224T0,OTHER,0.00107,0.9989299999999999,
NCU16895T0,OTHER,0.003348,0.9966520000000001,
NCU16896T0,OTHER,0.006378,0.9936219999999999,
NCU05222T0,OTHER,0.00037400000000000004,0.999626,
NCU05221T0,OTHER,0.000602,0.999398,
NCU05220T0,OTHER,0.0051340000000000005,0.994866,
NCU05219T2,OTHER,0.002034,0.997966,
NCU05219T1,OTHER,0.002034,0.997966,
NCU05219T0,OTHER,0.002034,0.997966,
NCU11146T0,OTHER,0.000824,0.9991760000000001,
NCU05218T0,OTHER,0.0008230000000000001,0.9991770000000001,
NCU05217T0,OTHER,0.000407,0.9995930000000001,
NCU05216T0,OTHER,0.000797,0.9992030000000001,
NCU16897T0,OTHER,0.001034,0.998966,
NCU05214T0,OTHER,0.005447,0.994553,
NCU05213T0,OTHER,0.001384,0.998616,
NCU05212T0,SP(Sec/SPI),0.990085,0.009915,CS pos: 22-23. VSA-AC. Pr: 0.8353
NCU05211T0,OTHER,0.007024,0.992976,
NCU05210T0,OTHER,0.003036,0.996964,
NCU05208T0,OTHER,0.001392,0.9986079999999999,
NCU05209T0,OTHER,0.000381,0.999619,
NCU05207T0,OTHER,0.004340999999999999,0.995659,
NCU16898T0,OTHER,0.001546,0.9984540000000001,
NCU05206T0,OTHER,0.00031299999999999996,0.9996870000000001,
NCU05204T0,OTHER,0.012001000000000001,0.987999,
NCU05204T1,OTHER,0.012001000000000001,0.987999,
NCU05203T0,OTHER,0.002325,0.997675,
NCU05202T0,OTHER,0.014611,0.985389,
NCU05201T0,OTHER,0.000884,0.999116,
NCU05200T0,OTHER,0.000984,0.999016,
NCU05199T2,OTHER,0.00053,0.9994700000000001,
NCU05199T0,OTHER,0.00053,0.9994700000000001,
NCU05199T1,OTHER,0.00053,0.9994700000000001,
NCU05198T0,OTHER,0.003327,0.9966729999999999,
NCU05197T0,OTHER,0.00028900000000000003,0.999711,
NCU05196T0,OTHER,0.000471,0.9995290000000001,
NCU05196T1,OTHER,0.000471,0.9995290000000001,
NCU05195T0,OTHER,0.000749,0.999251,
NCU05195T1,OTHER,0.000749,0.999251,
NCU05194T0,OTHER,0.000597,0.999403,
NCU05193T0,OTHER,0.0015710000000000001,0.9984290000000001,
NCU05192T0,OTHER,0.0010220000000000001,0.998978,
NCU05191T0,SP(Sec/SPI),0.872857,0.127143,CS pos: 27-28. ATA-ET. Pr: 0.7313
NCU05190T0,SP(Sec/SPI),0.9979610000000001,0.002039,CS pos: 18-19. TLA-RL. Pr: 0.8377
NCU05189T0,OTHER,0.001116,0.998884,
NCU05188T0,OTHER,0.003773,0.9962270000000001,
NCU05187T0,OTHER,0.001067,0.998933,
NCU05186T0,OTHER,0.0034240000000000004,0.996576,
NCU05185T0,OTHER,0.001108,0.998892,
NCU05184T0,OTHER,0.0007599999999999999,0.99924,
NCU05183T0,OTHER,0.002149,0.997851,
NCU16901T0,OTHER,0.005167000000000001,0.994833,
NCU05182T0,OTHER,0.00022400000000000002,0.999776,
NCU05182T1,OTHER,0.00022400000000000002,0.999776,
NCU05180T1,OTHER,0.000233,0.999767,
NCU05180T0,OTHER,0.000233,0.999767,
NCU05179T0,OTHER,0.00213,0.99787,
NCU05178T0,OTHER,0.000927,0.999073,
NCU05177T0,OTHER,0.00044500000000000003,0.999555,
NCU05176T0,OTHER,0.0013289999999999999,0.9986709999999999,
NCU05175T0,OTHER,0.002573,0.9974270000000001,
NCU05173T0,OTHER,0.002114,0.997886,
NCU05172T0,OTHER,0.000399,0.9996010000000001,
NCU05171T0,OTHER,0.00042,0.9995799999999999,
NCU05170T0,OTHER,0.0024129999999999998,0.9975870000000001,
NCU05169T0,OTHER,0.0013,0.9987,
NCU05168T0,OTHER,0.08720900000000001,0.912791,
NCU16902T0,OTHER,0.13585,0.86415,
NCU16903T0,SP(Sec/SPI),0.9122379999999999,0.087762,CS pos: 31-32. VAA-AE. Pr: 0.5751
NCU05166T0,OTHER,0.0021379999999999997,0.997862,
NCU05165T0,SP(Sec/SPI),0.656221,0.343779,CS pos: 26-27. VTT-AP. Pr: 0.3273
NCU05164T0,OTHER,0.000517,0.999483,
NCU05163T0,OTHER,0.024558,0.975442,
NCU05162T0,OTHER,0.007087,0.9929129999999999,
NCU05161T0,OTHER,0.000465,0.9995350000000001,
NCU05160T0,OTHER,0.001348,0.9986520000000001,
NCU16904T0,OTHER,0.000672,0.9993280000000001,
NCU10070T0,OTHER,0.0032189999999999996,0.9967809999999999,
NCU16905T0,OTHER,0.004264,0.9957360000000001,
NCU10040T0,OTHER,0.000828,0.999172,
NCU10040T1,OTHER,0.000828,0.999172,
NCU10039T0,SP(Sec/SPI),0.916816,0.08318400000000001,CS pos: 35-36. ANA-TV. Pr: 0.6501
NCU10038T0,SP(Sec/SPI),0.9683950000000001,0.031605,CS pos: 24-25. SHG-VP. Pr: 0.5146
NCU16906T0,OTHER,0.001111,0.9988889999999999,
NCU10037T0,OTHER,0.000583,0.999417,
NCU08882T0,OTHER,0.00428,0.99572,
NCU08881T0,OTHER,0.000392,0.9996079999999999,
NCU08880T0,OTHER,0.001072,0.998928,
NCU08879T0,OTHER,0.00022200000000000003,0.9997780000000001,
NCU10861T0,SP(Sec/SPI),0.993501,0.006499,CS pos: 23-24. STA-GS. Pr: 0.4377
NCU08878T0,OTHER,0.000837,0.9991629999999999,
NCU08877T0,OTHER,0.002648,0.997352,
NCU10292T1,OTHER,0.0010609999999999999,0.9989389999999999,
NCU10292T0,OTHER,0.0010609999999999999,0.9989389999999999,
NCU10291T0,OTHER,0.00056,0.99944,
NCU08875T0,OTHER,0.0024690000000000003,0.997531,
NCU08875T1,OTHER,0.0024690000000000003,0.997531,
NCU08875T2,OTHER,0.0024690000000000003,0.997531,
NCU08874T0,OTHER,0.000728,0.9992719999999999,
NCU08873T0,OTHER,0.001029,0.9989709999999999,
NCU08872T0,SP(Sec/SPI),0.9838399999999999,0.01616,CS pos: 20-21. IFG-SP. Pr: 0.7165
NCU16911T0,OTHER,0.0035,0.9965,
NCU08870T0,OTHER,0.00043200000000000004,0.999568,
NCU08869T0,OTHER,0.0008380000000000001,0.9991620000000001,
NCU08868T1,OTHER,0.001737,0.9982629999999999,
NCU08868T0,OTHER,0.001737,0.9982629999999999,
NCU08867T1,OTHER,0.0012259999999999999,0.9987739999999999,
NCU08867T0,OTHER,0.0012259999999999999,0.9987739999999999,
NCU08866T0,OTHER,0.016097,0.9839030000000001,
NCU08865T0,OTHER,0.002706,0.997294,
NCU08864T0,OTHER,0.001101,0.998899,
NCU08863T0,OTHER,0.000648,0.999352,
NCU08862T0,OTHER,0.0020670000000000003,0.997933,
NCU08861T0,OTHER,0.00118,0.99882,
NCU08860T0,SP(Sec/SPI),0.9966389999999999,0.003361,CS pos: 20-21. IAA-QF. Pr: 0.7736
NCU08859T1,OTHER,0.000752,0.9992479999999999,
NCU08859T0,OTHER,0.000752,0.9992479999999999,
NCU08858T0,OTHER,0.000697,0.999303,
NCU08857T0,OTHER,0.001056,0.998944,
NCU08857T1,OTHER,0.001056,0.998944,
NCU08856T0,OTHER,0.000362,0.9996379999999999,
NCU08855T0,OTHER,0.105208,0.894792,
NCU16912T0,OTHER,0.0039310000000000005,0.9960690000000001,
NCU16913T0,OTHER,0.002222,0.997778,
NCU08853T0,OTHER,0.001474,0.998526,
NCU08852T0,OTHER,0.002366,0.997634,
NCU08851T0,OTHER,0.043875,0.956125,
NCU08850T0,OTHER,0.001023,0.998977,
NCU16914T0,SP(Sec/SPI),0.995442,0.0045579999999999996,CS pos: 19-20. ATA-LQ. Pr: 0.6215
NCU08849T0,OTHER,0.0039840000000000006,0.996016,
NCU08848T0,OTHER,0.016156,0.983844,
NCU08847T0,OTHER,0.001125,0.998875,
NCU08847T1,OTHER,0.00657,0.9934299999999999,
NCU07814T0,OTHER,0.0006929999999999999,0.999307,
NCU07813T0,OTHER,0.105406,0.894594,
NCU07812T0,OTHER,0.000644,0.9993559999999999,
NCU07811T0,SP(Sec/SPI),0.999267,0.000733,CS pos: 20-21. VLA-EV. Pr: 0.8839
NCU07810T0,OTHER,0.0012519999999999999,0.998748,
NCU07809T0,OTHER,0.001972,0.998028,
NCU10444T0,OTHER,0.010416,0.989584,
NCU07808T0,OTHER,0.000975,0.999025,
NCU07807T0,OTHER,0.001036,0.998964,
NCU07807T1,OTHER,0.001036,0.998964,
NCU07806T0,OTHER,0.000672,0.9993280000000001,
NCU16915T0,OTHER,0.001292,0.998708,
NCU07805T0,OTHER,0.000792,0.999208,
NCU07804T0,OTHER,0.001287,0.998713,
NCU16916T0,OTHER,0.000376,0.999624,
NCU07802T0,OTHER,0.002723,0.9972770000000001,
NCU07801T0,OTHER,0.00093,0.9990700000000001,
NCU16917T0,OTHER,0.002059,0.997941,
NCU07799T0,OTHER,0.0023769999999999998,0.9976229999999999,
NCU07798T0,OTHER,0.001126,0.9988739999999999,
NCU07797T0,OTHER,0.000525,0.999475,
NCU07795T0,OTHER,0.00020800000000000001,0.999792,
NCU07794T0,OTHER,0.00031800000000000003,0.999682,
NCU07793T0,OTHER,0.000797,0.9992030000000001,
NCU07791T0,OTHER,0.002222,0.997778,
NCU07789T0,OTHER,0.001498,0.998502,
NCU07788T0,OTHER,0.0010609999999999999,0.9989389999999999,
NCU07787T0,SP(Sec/SPI),0.9939180000000001,0.006082,CS pos: 18-19. ASA-TT. Pr: 0.7099
NCU07786T0,OTHER,0.076392,0.923608,
NCU07785T0,OTHER,0.0010140000000000001,0.998986,
NCU07784T0,OTHER,0.0008410000000000001,0.999159,
NCU07783T0,OTHER,0.00027,0.9997299999999999,
NCU07782T0,OTHER,0.000908,0.999092,
NCU07782T1,OTHER,0.000908,0.999092,
NCU07781T0,SP(Sec/SPI),0.961427,0.038573,CS pos: 22-23. AAA-IP. Pr: 0.9214
NCU07780T0,OTHER,0.0011279999999999999,0.998872,
NCU07779T0,OTHER,0.001247,0.9987530000000001,
NCU07779T1,OTHER,0.001247,0.9987530000000001,
NCU07778T0,OTHER,0.001018,0.9989819999999999,
NCU07776T0,SP(Sec/SPI),0.9994430000000001,0.000557,CS pos: 17-18. ASA-QD. Pr: 0.9240
NCU16918T0,OTHER,0.0031739999999999997,0.996826,
NCU07775T0,OTHER,0.000259,0.999741,
NCU07774T0,OTHER,0.000308,0.999692,
NCU07773T0,OTHER,0.000526,0.999474,
NCU07772T0,OTHER,0.0014869999999999998,0.9985129999999999,
NCU07771T0,OTHER,0.000723,0.9992770000000001,
NCU07770T0,OTHER,0.001307,0.998693,
NCU07769T0,OTHER,0.000188,0.999812,
NCU07768T0,OTHER,0.000642,0.999358,
NCU07767T0,OTHER,0.001017,0.998983,
NCU07766T0,OTHER,0.043604000000000004,0.9563959999999999,
NCU16920T0,OTHER,0.001604,0.998396,
NCU07765T0,OTHER,0.000655,0.999345,
NCU07764T0,SP(Sec/SPI),0.6190720000000001,0.38092800000000004,CS pos: 33-34. ISG-EW. Pr: 0.4115
NCU07763T0,SP(Sec/SPI),0.974859,0.025141,CS pos: 15-16. VQA-QG. Pr: 0.4908
NCU07762T0,OTHER,0.001974,0.998026,
NCU07761T0,OTHER,0.005077,0.994923,
